Date,ID,Name,Sale_Price,Reg_Price,Discount,Collection,Brand,Type,Company,URL,SKU,SKU_Formatted,Rating,In_Stock,In_Stock_Status,Reviews
2023-02-17 09:54:36.275638,7158231236764,1/72 MOSQUITO B MK.I V/PR MK.IV,$36.99,$36.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-72-mosquito-b-mk-i-v-pr-mk-iv?_pos=58&_fid=776aca48f&_ss=c,T60753,T60753,0,Low stock - 3 items left,YES,No reviews
2023-02-17 09:54:36.275638,7487720587420,1/48 GEKKO TYPE 11 KOU,$66.99,$66.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-gekko-type-11-kou?_pos=59&_fid=776aca48f&_ss=c,T61093,T61093,0,Low stock - 2 items left,YES,No reviews
2023-02-17 09:54:36.275638,7196935913628,T37008 1/48 JUNKERS JU87 B2 STUKA W/BOMB LOADING SET,$79.99,$79.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/tamiya-t37008-1-48-junkers-ju87-b-2-stuka-w-bomb-loading-set?_pos=60&_fid=776aca48f&_ss=c,T37008,T37008,0,Low stock - 1 item left,YES,No reviews
2023-02-17 09:54:36.275638,7158015393948,148 MITSUBISHI A6M5/5A ZERO FIGHTER ZEKE,$72.99,$72.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-mitsubishi-a6m5-5a-zero-fighter-zeke?_pos=61&_fid=776aca48f&_ss=c,T61103,T61103,0,Low stock - 1 item left,YES,No reviews
2023-02-17 09:54:36.275638,7158233104540,1/48 RAIDEN JACK,$24.99,$24.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-raiden-jack?_pos=62&_fid=776aca48f&_ss=c,T61018,T61018,0,Low stock - 1 item left,YES,No reviews
2023-02-17 09:54:36.275638,7158015262876,148 DOUGLAS F4D1 SKYRAY,Sale price,$49.99,Save $10.00,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-douglas-f4d-1-skyray?_pos=63&_fid=776aca48f&_ss=c,T61055,T61055,0,Low stock - 1 item left,YES,No reviews
2023-02-17 09:54:36.275638,7160422301852,172 KAWASAKI KI61ID HIEN TONY SILVER COLOR PLATED W/ CAMO DECALS,Sale price,$56.99,Save $11.40,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-72-kawasaki-ki-61-id-hien-tony-silver-color-plated-w-camo-decals?_pos=64&_fid=776aca48f&_ss=c,T25420,T25420,0,Low stock - 1 item left,YES,No reviews
2023-02-17 09:54:36.275638,7162204913820,148 FOCKEWULF FW 190 D9,$39.99,$39.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-focke-wulf-fw-190-d-9?_pos=65&_fid=776aca48f&_ss=c,T61041,T61041,0,Low stock - 3 items left,YES,No reviews
2023-02-17 09:54:36.275638,7158237954204,1/48 HEINKEL HE162,$49.99,$49.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-heinkel-he-162?_pos=66&_fid=776aca48f&_ss=c,T61097,T61097,0,Low stock - 5 items left,YES,No reviews
2023-02-17 09:54:36.275638,7158089875612,1/48 MESSERSCHMITT ME262 A1A,$52.99,$52.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-48-messerschmitt-me262-a-1a?_pos=67&_fid=776aca48f&_ss=c,T61087,T61087,0,Low stock - 2 items left,YES,No reviews
2023-02-17 09:54:36.275638,7164513583260,1/32 VOUGHT F4U1A CORSAIR,$202.99,$202.99,$0,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-32-vought-f4u-1a-corsair?_pos=68&_fid=776aca48f&_ss=c,T60325,T60325,0,Low stock - 3 items left,YES,No reviews
2023-02-17 09:54:36.275638,7157557166236,T60790 1/72 BF 109 G6,Sale price,$42.99,Save $10.75,MODEL KITS,TAMIYA,MODEL KITS - Aircraft,Hobbyco,https://www.hobbyco.com.au/collections/model-kits/products/1-72-bf-109-g-6?_pos=69&_fid=776aca48f&_ss=c,T60790,T60790,0,Low stock - 6 items left,YES,No reviews
